courseid;id_kategorie;cely_nazev_kurzu;short_code_kurzu;zacatek_kurzu;konec_kurzu;nazev_kategorie;kod_kurzu;kod_ved_urednik;kod_urednik;mesto;misto_konani;popis_kurzu;multi_date_course;cas_kurzu;druh_kurzu;zamekkod;max_students;Pocet_studentu;Pocet_ostatnich;Pocet_uspesnych_dokonceni;Pocet_osvedceni_a_certifikatu;Pocet_osvedceni;Pocet_certifikatu;Kontaktni_osoba;
1359;11;Hospodaøení obcí - rozpoèet a finanèní kontrola;;26.06.2019 09:00;26.06.2019 17:00;Karlovarskı kraj;HORF;AK/VE-134/2019;AK/PV-221/2019;Karlovy Vary (okres Karlovy Vary);;;;8;akreditovanı kurz;NE;;59;1;59;0;0;0; / ;
1371;11;Archivnictví a spisová sluba územních samosprávnıch celkù;;05.09.2019 09:00;05.09.2019 17:00;Karlovarskı kraj;ASUS;AK/VE-104/2019;AK/PV-171/2019;Karlovy Vary (okres Karlovy Vary);;;;8;akreditovanı kurz;NE;;97;1;97;0;0;0; / ;
1412;11;Finanèní kontrola ve veøejné správì;;19.11.2019 09:00;19.11.2019 17:00;Karlovarskı kraj;FKVS;AK/VE-110/2019;AK/PV-186/2019;Karlovy Vary (okres Karlovy Vary);;;;8;akreditovanı kurz;NE;;97;0;97;0;0;0; / ;
340;12;Místní poplatky v praxi obcí: Správa místních poplatkù dle daòového øádu – zvláštní èást;;28.01.2020 09:00;28.01.2020 17:00;Støedoèeskı kraj;MPZÈ;AK/VE-326/2019;AK/PV-518/2019;Kutná Hora (okres Kutná Hora);;;;8;akreditovanı kurz;NE;;16;2;0;0;0;0;Mgr. Petr Kuš ;
344;12;Správní øád od A do Z - Judikatura v praxi územních samosprávnıch celkù;;30.01.2020 09:00;30.01.2020 17:00;Støedoèeskı kraj;SRJU;AK/VE-366/2019;AK/PV-558/2019;Kutná Hora (okres Kutná Hora);;;;8;akreditovanı kurz;NE;;27;2;0;0;0;0;Mgr. Petr Kuš ;
358;12;Zákon è. 312/2002 Sb., o úøednících územních samosprávnıch celkù;;20.02.2020 09:00;20.02.2020 17:00;Støedoèeskı kraj;ZOUR;AK/VE-265/2019;AK/PV-415/2019;Kutná Hora (okres Kutná Hora);;;;8;akreditovanı kurz;NE;;0;2;0;0;0;0;Mgr. Petr Kuš ;
377;12;Správní øád od A do Z – Agenda oprávnìnıch úøedních osob;;31.03.2020 09:00;31.03.2020 17:00;Støedoèeskı kraj;SRAO;AK/VE-95/2019;AK/PV-158/2019;Kutná Hora (okres Kutná Hora);;;;8;akreditovanı kurz;NE;;14;2;0;0;0;0;Mgr. Petr Kuš ;
380;12;Agenda pøestupkù v podmínkách územních samosprávnıch celkù;;07.04.2020 09:00;07.04.2020 17:00;Støedoèeskı kraj;PUSC;AK/VE-273/2019;AK/PV-423/2019;Dobøíš (okres Pøíbram);;;;8;akreditovanı kurz;NE;;0;2;0;0;0;0;Mgr. Petr Kuš ;
391;12;Rozpoètové hospodaøení obcí;;28.04.2020 09:00;28.04.2020 17:00;Støedoèeskı kraj;ROHO;AK/VE-226/2019;AK/PV-365/2019;Kutná Hora (okres Kutná Hora);;;;8;akreditovanı kurz;NE;;0;2;0;0;0;0;Mgr. Petr Kuš ;
408;12;Elektronizace veøejné správy;;26.05.2020 09:00;26.05.2020 17:00;Støedoèeskı kraj;ELVS;AK/VE-291/2019;AK/PV-461/2019;Dobøíš (okres Pøíbram);;;;8;akreditovanı kurz;NE;;2;1;0;0;0;0;Mgr. Petr Kuš ;
410;12;Vybrané otázky poskytování informací podle zákona è. 106/1999 Sb.;;26.05.2020 09:00;26.05.2020 17:00;Støedoèeskı kraj;VOPI;AK/VE-156/2019;AK/PV-255/2019;Kutná Hora (okres Kutná Hora);;;;8;akreditovanı kurz;NE;;0;2;0;0;0;0;Mgr. Petr Kuš ;
427;12;Archivnictví a spisová sluba územních samosprávnıch celkù;;29.09.2020 09:00;29.09.2020 17:00;Støedoèeskı kraj;ASUS;AK/VE-104/2019;AK/PV-171/2019;Kutná Hora (okres Kutná Hora);Daèického dùm v Kutné Hoøe, Komenského námìstí 41;;;8;akreditovanı kurz;NE;;17;2;12;12;9;3;Mgr. Petr Kuš ;
435;12;Ochrana ivotního prostøedí na úrovni obcí;;15.12.2020 09:00;15.12.2020 17:00;Støedoèeskı kraj;OZPO;AK/VE-224/2019;AK/PV-363/2019;Kutná Hora (okres Kutná Hora);;;;8;akreditovanı kurz;NE;;4;2;0;0;0;0;Mgr. Petr Kuš ;
489;12;Základní principy fungování obce 1/2;;20.10.2020 09:00;20.10.2020 17:00;Støedoèeskı kraj;ZPFO;AK/VE-79/2019;AK/PV-134/2019;Kutná Hora (okres Kutná Hora);;;13VHPOX10052020;16;akreditovanı kurz;NE;;6;1;0;0;0;0;Mgr. Petr Kuš ;
490;12;Základní principy fungování obce;;24.11.2020 09:00;24.11.2020 17:00;Støedoèeskı kraj;ZPFO;AK/VE-79/2019;AK/PV-134/2019;Kutná Hora (okres Kutná Hora);;;13VHPOX10052020;16;akreditovanı kurz;NE;;5;2;0;0;0;0;Mgr. Petr Kuš ;
508;12;Pracovnì právní agenda obcí;;18.02.2020 09:00;18.02.2020 17:00;Støedoèeskı kraj;PPAO;AK/VE-149/2019;AK/PV-239/2019;;;;;6;akreditovanı kurz;NE;;16;0;16;0;0;0; / ;
548;12;Agenda pøestupkù v podmínkách územních samosprávnıch celkù;;07.04.2020 09:00;07.04.2020 17:00;Støedoèeskı kraj;PUSC;AK/VE-273/2019;AK/PV-423/2019;Pøíbram (okres Pøíbram);Mìstskı úøad Pøíbram, Gen. R. Tesaøíka 19, Pøíbram I, 261 01 Pøíbram;;;8;akreditovanı kurz;NE;;0;2;0;0;0;0;Mgr. Petr Kuš ;
556;12;Správní øád od A do Z – Vady øízení;;03.03.2020 09:00;03.03.2020 17:00;Støedoèeskı kraj;SRVØ;AK/VE-96/2019;AK/PV-159/2019;Lysá nad Labem (okres Nymburk);;;;8;akreditovanı kurz;ANO;;0;2;0;0;0;0;Mgr. Petr Kuš ;
557;12;Ochrana ivotního prostøedí na úrovni obcí;;21.05.2020 09:00;21.05.2020 17:00;Støedoèeskı kraj;OZPO;AK/VE-224/2019;AK/PV-363/2019;Mladá Boleslav (okres Mladá Boleslav);Magistrát mìsta Mladá Boleslav, Komenského námìstí 61, Mladá Boleslav, vchod A, 1. patro;;;8;akreditovanı kurz;NE;;1;2;0;0;0;0;Mgr. Petr Kuš ;
561;12;Archivnictví a spisová sluba územních samosprávnıch celkù;;29.09.2020 09:00;29.09.2020 17:00;Støedoèeskı kraj;ASUS;AK/VE-104/2019;AK/PV-171/2019;Pøíbram (okres Pøíbram);Mìstskı úøad Pøíbram, Gen. R. Tesaøíka 19, Pøíbram I, 261 01 Pøíbram;;;8;akreditovanı kurz;ANO;;2;2;0;0;0;0;Mgr. Petr Kuš ;
567;12;Èeština v úøední praxi;;23.06.2020 09:00;23.06.2020 15:00;Støedoèeskı kraj;CJUP;AK/VE-66/2020;AK/PV-106/2020;Kutná Hora (okres Kutná Hora);Daèického dùm, Komenského nám. 41, 284 01 Kutná Hora;;;6;akreditovanı kurz;NE;;10;2;0;0;0;0;Mgr. Petr Kuš ;
577;12;Místní poplatky v praxi obcí: Správa místních poplatkù dle daòového øádu – obecná èást kopie 1;MPOC_1;06.03.2020 09:00;06.03.2020 17:00;Støedoèeskı kraj;MPOÈ;AK/VE-327/2019;AK/PV-519/2019;;;;;8;akreditovanı kurz;NE;;14;0;14;0;0;0; / ;
578;12;Správní øád od A do Z – Opravné prostøedky kopie 1;SROP_1;06.03.2020 09:00;06.03.2020 17:00;Støedoèeskı kraj;SROP;AK/VE-105/2019;AK/PV-172/2019;;;;;8;akreditovanı kurz;NE;;0;0;0;0;0;0; / ;
687;12;Vybrané otázky poskytování informací podle zákona è. 106/1999 Sb.;;14.04.2020 09:00;14.04.2020 17:00;Støedoèeskı kraj;VOPI;AK/VE-156/2019;AK/PV-255/2019;Rakovník (okres Rakovník);Kulturní centrum v Rakovníku;;;8;akreditovanı kurz;NE;100;0;2;0;0;0;0;Mgr. Petr Kuš ;
733;12;Archivnictví a spisová sluba územních samosprávnıch celkù;;09.06.2020 09:00;09.06.2020 17:00;Støedoèeskı kraj;ASUS;AK/VE-104/2019;AK/PV-171/2019;Pøíbram (okres Pøíbram);námìstí T. G. Masaryka 121, Pøíbram (jednací sál zastupitelstva mìsta, I. patro);;;8;akreditovanı kurz;ANO;;53;2;0;45;39;6;Mgr. Petr Kuš ;
825;12;Elektronizace veøejné správy;;18.08.2020 09:00;18.08.2020 17:00;Støedoèeskı kraj;ELVS;AK/VE-291/2019;AK/PV-461/2019;Dobøíš (okres Pøíbram);Kulturní støedisko, Mírové námìstí 68, Dobøíš;;;8;akreditovanı kurz;NE;50;21;2;0;17;17;0;Mgr. Petr Kuš ;
827;12;Agenda pøestupkù v podmínkách územních samosprávnıch celkù;;12.11.2020 09:00;12.11.2020 17:00;Støedoèeskı kraj;PUSC;AK/VE-273/2019;AK/PV-423/2019;Dobøíš (okres Pøíbram);Kulturní støedisko, Mírové námìstí 68, Dobøíš;;;8;akreditovanı kurz;ANO;50;1;2;0;0;0;0;Mgr. Petr Kuš ;
829;12;Vybrané otázky poskytování informací podle zákona è. 106/1999 Sb.;;01.10.2020 09:00;01.10.2020 17:00;Støedoèeskı kraj;VOPI;AK/VE-156/2019;AK/PV-255/2019;Velvary (okres Kladno);námìstí Krále Vladislava 225, klubovna;;;8;akreditovanı kurz;NE;25;16;2;0;0;0;0;Mgr. Petr Kuš ;
853;12;Vybrané otázky poskytování informací podle zákona è. 106/1999 Sb.;;03.09.2020 08:00;03.09.2020 16:00;Støedoèeskı kraj;VOPI;AK/VE-156/2019;AK/PV-255/2019;Hoøovice (okres Beroun);Mìstskı úøad Hoøovice, Palackého námìstí 2;;;8;akreditovanı kurz;NE;;20;2;0;19;15;4;Mgr. Petr Kuš ;
858;12;Správní øád od A do Z – Vady øízení;;29.10.2020 09:00;29.10.2020 17:00;Støedoèeskı kraj;SRVØ;AK/VE-96/2019;AK/PV-159/2019;Lysá nad Labem (okres Nymburk);Mìstskı úøad Lysá nad Labem, Husovo námìstí 23/1;;;8;akreditovanı kurz;ANO;;0;0;0;0;0;0; / ;
863;12;Agenda pøestupkù v podmínkách územních samosprávnıch celkù;;03.12.2020 09:00;03.12.2020 17:00;Støedoèeskı kraj;PUSC;AK/VE-273/2019;AK/PV-423/2019;Pøíbram (okres Pøíbram);námìstí T. G. Masaryka 121 (jednací sál zastupitelstva mìsta, I. patro);;;8;akreditovanı kurz;ANO;;0;2;0;0;0;0;Mgr. Petr Kuš ;
867;12;Správní øád v rozhodovací praxi orgánù územních samosprávnıch celkù - základní modul;;13.07.2020 09:00;13.07.2020 17:00;Støedoèeskı kraj;SRZM;AK/VE-37/2019;AK/PV-59/2019;;;;;8;akreditovanı kurz;NE;;0;0;0;0;0;0; / ;
868;12;Správní øád v rozhodovací praxi orgánù územních samosprávnıch celkù - základní modul;;24.09.2020 09:00;24.09.2020 17:00;Støedoèeskı kraj;SRZM;AK/VE-37/2019;AK/PV-59/2019;Pøíbram (okres Pøíbram);námìstí T. G. Masaryka 121 (jednací sál zastupitelstva mìsta, I. patro);;;8;akreditovanı kurz;ANO;;2;2;0;0;0;0;Mgr. Petr Kuš ;
869;12;Správní øád v rozhodovací praxi orgánù územních samosprávnıch celkù - základní modul;;25.09.2020 09:00;25.09.2020 17:00;Støedoèeskı kraj;SRZM;AK/VE-37/2019;AK/PV-59/2019;Pøíbram (okres Pøíbram);námìstí T. G. Masaryka 121 (jednací sál zastupitelstva mìsta, I. patro);;;8;akreditovanı kurz;ANO;;1;0;0;0;0;0; / ;
886;12;Vybrané otázky poskytování informací podle zákona è. 106/1999 Sb.;;13.10.2020 09:00;13.10.2020 17:00;Støedoèeskı kraj;VOPI;AK/VE-156/2019;AK/PV-255/2019;Rakovník (okres Rakovník);;;;8;akreditovanı kurz;ANO;;0;2;0;0;0;0;Mgr. Petr Kuš ;
890;12;Archivnictví a spisová sluba územních samosprávnıch celkù;;19.01.2021 09:00;19.01.2021 17:00;Støedoèeskı kraj;ASUS;AK/VE-104/2019;AK/PV-171/2019;Velvary (okres Kladno);;;;8;akreditovanı kurz;NE;;6;2;0;0;0;0;Mgr. Petr Kuš ;
891;12;Prùvodce veøejnımi zakázkami – praxe pøi zadávání veøejné zakázky;;16.02.2021 09:00;16.02.2021 17:00;Støedoèeskı kraj;VZPZ;AK/VE-81/2019;AK/PV-136/2019;Velvary (okres Kladno);;;;8;akreditovanı kurz;NE;;3;2;0;0;0;0;Mgr. Petr Kuš ;
892;12;Ochrana ivotního prostøedí na úrovni obcí;;03.11.2020 09:00;03.11.2020 17:00;Støedoèeskı kraj;OZPO;AK/VE-224/2019;AK/PV-363/2019;Mladá Boleslav (okres Mladá Boleslav);Magistrát mìsta Mladá Boleslav, Komenského námìstí 61, vchod A, 1. patro, velká zasedací síò ;;;8;akreditovanı kurz;NE;;1;2;0;0;0;0;Mgr. Petr Kuš ;
1251;12;Prùvodce veøejnımi zakázkami – Úvod do problematiky zadávání veøejnıch zakázek;;04.04.2019 09:00;04.04.2019 17:00;Støedoèeskı kraj;VZUP;AK/VE-82/2019;AK/PV-137/2019;Hoøovice (okres Beroun);;;;8;akreditovanı kurz;NE;;8;1;8;0;0;0; / ;
1435;12;Archivnictví a spisová sluba územních samosprávnıch celkù;;03.12.2019 09:00;03.12.2019 17:00;Støedoèeskı kraj;ASUS;AK/VE-104/2019;AK/PV-171/2019;Praha;;;;8;akreditovanı kurz;NE;;28;1;28;0;0;0; / ;
1440;12;Aplikace správního øádu v oblasti ivotního prostøedí;;11.12.2019 09:00;11.12.2019 17:00;Støedoèeskı kraj;SRP;AK/VE-348/2019;AK/PV-557/2019;Praha;;;;6;akreditovanı kurz;NE;;14;1;14;0;0;0; / ;
1456;12;Agenda pøestupkù v podmínkách územních samosprávnıch celkù;;08.10.2019 09:00;08.10.2019 17:00;Støedoèeskı kraj;PUSC;AK/VE-273/2019;AK/PV-423/2019;Kutná Hora (okres Kutná Hora);;;;8;akreditovanı kurz;NE;;10;1;10;0;0;0; / ;
1458;12;Úøední deska pøehlednì a v pøíkladech;;07.11.2019 09:00;07.11.2019 17:00;Støedoèeskı kraj;ÚDPP;AK/VE-324/2019;AK/PV-514/2019;Kutná Hora (okres Kutná Hora);;;;6;akreditovanı kurz;NE;;13;1;13;0;0;0; / ;
1466;12;Rozpoètové hospodaøení obcí;;12.11.2019 09:00;12.11.2019 17:00;Støedoèeskı kraj;ROHO;AK/VE-226/2019;AK/PV-365/2019;Praha;;;;8;akreditovanı kurz;NE;;20;1;20;0;0;0; / ;
1472;12;Rozpoètové hospodaøení obcí;;14.11.2019 09:00;14.11.2019 17:00;Støedoèeskı kraj;ROHO;AK/VE-226/2019;AK/PV-365/2019;Pøíbram (okres Pøíbram);;;;8;akreditovanı kurz;NE;;34;0;34;0;0;0; / ;
1490;12;Místní poplatky v praxi obcí: Správa místních poplatkù dle daòového øádu – obecná èást;;28.11.2019 09:00;28.11.2019 17:00;Støedoèeskı kraj;MPOÈ;AK/VE-327/2019;AK/PV-519/2019;Kutná Hora (okres Kutná Hora);;;;8;akreditovanı kurz;NE;;22;0;22;0;0;0; / ;
1515;12;Interní pøedpisy obce;;29.10.2019 09:00;29.10.2019 17:00;Støedoèeskı kraj;INPO;AK/VE-271/2019;AK/PV-421/2019;Pøíbram (okres Pøíbram);;;;8;akreditovanı kurz;NE;;14;1;14;0;0;0; / ;
1516;12;Archivnictví a spisová sluba územních samosprávnıch celkù;;29.10.2019 09:00;29.10.2019 17:00;Støedoèeskı kraj;ASUS;AK/VE-104/2019;AK/PV-171/2019;Sedlèany (okres Pøíbram);;;;8;akreditovanı kurz;NE;;21;1;21;0;0;0; / ;
1549;12;Správní øád od A do Z - Judikatura v praxi územních samosprávnıch celkù;;10.12.2019 09:00;10.12.2019 17:00;Støedoèeskı kraj;SRJU;AK/VE-366/2019;AK/PV-558/2019;Kutná Hora (okres Kutná Hora);;;;8;akreditovanı kurz;NE;;0;0;0;0;0;0; / ;
343;13;Prùvodce veøejnımi zakázkami - Nastavení interního procesu zadavatele;;30.01.2020 09:00;30.01.2020 17:00;Jihoèeskı kraj;VZIP;AK/VE-84/2019;AK/PV-139/2019;Èeské Budìjovice (okres Èeské Budìjovice);;;;8;akreditovanı kurz;NE;;29;2;29;0;0;0;Mgr. Petr Kuš ;
350;13;Interní pøedpisy obcí;;13.02.2020 09:00;13.02.2020 17:00;Jihoèeskı kraj;INPO;AK/VE-271/2019;AK/PV-421/2019;Èeské Budìjovice (okres Èeské Budìjovice);;;;8;akreditovanı kurz;;0;1;0;0;0;0;Mgr. Petr Kuš ;
357;13;Úøední deska pøehlednì a v pøíkladech;;20.02.2020 09:00;20.02.2020 15:00;Jihoèeskı kraj;ÚDPP;AK/VE-324/2019;AK/PV-514/2019;Èeské Budìjovice (okres Èeské Budìjovice);;;;6;akreditovanı kurz;NE;;0;2;0;0;0;0;Mgr. Petr Kuš ;
367;13;Poskytování dotací a návratnıch finanèních vıpomocí územními samosprávnımi celky;;12.03.2020 09:00;12.03.2020 17:00;Jihoèeskı kraj;PDFV;AK/VE-292/2019;AK/PV-463/2019;Èeské Budìjovice (okres Èeské Budìjovice);;;;8;akreditovanı kurz;NE;;25;2;6;0;0;0;Mgr. Petr Kuš ;
375;13;Archivnictví a spisová sluba územních samosprávnıch celkù;;26.03.2020 09:00;26.03.2020 17:00;Jihoèeskı kraj;ASUS;AK/VE-104/2019;AK/PV-171/2019;Èeské Budìjovice (okres Èeské Budìjovice);Krajskı úøad Jihoèeského kraje, Boeny Nìmcové 49/3, zasedací místnost 325, 2. patro;;;8;akreditovanı kurz;NE;;13;2;0;0;0;0;Mgr. Petr Kuš ;
378;13;Správní øád od A do Z - Doruèování;;31.03.2020 09:00;31.03.2020 17:00;Jihoèeskı kraj;SRDO;AK/VE-93/2019;AK/PV-155/2019;Trhové Sviny (okres Èeské Budìjovice);;;;8;akreditovanı kurz;NE;;54;2;0;0;0;0;Mgr. Petr Kuš ;
385;13;Správní øád od A do Z – Opravné prostøedky;;09.04.2020 09:00;09.04.2020 17:00;Jihoèeskı kraj;SROP;AK/VE-105/2019;AK/PV-172/2019;Èeské Budìjovice (okres Èeské Budìjovice);;;;8;akreditovanı kurz;NE;;0;2;0;0;0;0;Mgr. Petr Kuš ;
389;13;Archivnictví a spisová sluba územních samosprávnıch celkù;;23.04.2020 09:00;23.04.2020 17:00;Jihoèeskı kraj;ASUS;AK/VE-104/2019;AK/PV-171/2019;Trhové Sviny (okres Èeské Budìjovice);;;;8;akreditovanı kurz;ANO;;0;2;0;0;0;0;Mgr. Petr Kuš ;
397;13;Pracovnì právní agenda obcí;;14.05.2020 09:00;14.05.2020 15:00;Jihoèeskı kraj;PPAO;AK/VE-149/2019;AK/PV-239/2019;Èeské Budìjovice (okres Èeské Budìjovice);;;;6;akreditovanı kurz;NE;;2;1;0;0;0;0;Mgr. Petr Kuš ;
407;13;Vybrané otázky poskytování informací podle zákona è. 106/1999 Sb.;;21.05.2020 09:00;21.05.2020 17:00;Jihoèeskı kraj;VOPI;AK/VE-156/2019;AK/PV-255/2019;Trhové Sviny (okres Èeské Budìjovice);;;;8;akreditovanı kurz;NE;;0;1;0;0;0;0;Mgr. Petr Kuš ;
412;13;Místní poplatky v praxi obcí: Správa místních poplatkù dle daòového øádu – obecná èást;;28.05.2020 09:00;28.05.2020 17:00;Jihoèeskı kraj;MPOÈ;AK/VE-327/2019;AK/PV-519/2019;Èeské Budìjovice (okres Èeské Budìjovice);;;;8;akreditovanı kurz;NE;;2;2;0;0;0;0;Mgr. Petr Kuš ;
420;13;Elektronizace veøejné správy;;18.06.2020 09:00;18.06.2020 17:00;Jihoèeskı kraj;ELVS;AK/VE-291/2019;AK/PV-461/2019;Èeské Budìjovice (okres Èeské Budìjovice);;;;8;akreditovanı kurz;NE;;2;2;0;0;0;0;Mgr. Petr Kuš ;
426;13;Správní øád od A do Z - Judikatura v praxi územních samosprávnıch celkù;;24.09.2020 09:00;24.09.2020 17:00;Jihoèeskı kraj;SRJU;AK/VE-366/2019;AK/PV-558/2019;Èeské Budìjovice (okres Èeské Budìjovice);Krajskı úøad Jihoèeského kraje, Boeny Nìmcové 49/3, zasedací místnost 325, 2. patro ;;;8;akreditovanı kurz;NE;;16;2;11;12;11;1;Mgr. Petr Kuš ;
428;13;Støet zájmù a podjatost ve veøejné správì;;22.10.2020 09:00;22.10.2020 17:00;Jihoèeskı kraj;SZAP;AK/VE-166/2019;AK/PV-286/2019;Èeské Budìjovice (okres Èeské Budìjovice);Krajskı úøad Jihoèeského kraje, Boeny Nìmcové 49/3, zasedací místnost 325, 2. patro ;;;7;akreditovanı kurz;NE;;17;2;0;1;1;0;Mgr. Petr Kuš ;
433;13;Zákon è. 312/2002 Sb., o úøednících územních samosprávnıch celkù;;12.11.2020 09:00;12.11.2020 17:00;Jihoèeskı kraj;ZOUR;AK/VE-265/2019;AK/PV-415/2019;Èeské Budìjovice (okres Èeské Budìjovice);Krajskı úøad Jihoèeského kraje, Boeny Nìmcové 49/3, zasedací místnost 325, 2. patro ;;;8;akreditovanı kurz;NE;;11;1;0;0;0;0;Mgr. Petr Kuš ;
438;13;Správní øád od A do Z – Opravné prostøedky;;23.01.2020 09:00;23.01.2020 17:00;Jihoèeskı kraj;SROP;AK/VE-105/2019;AK/PV-172/2019;Milevsko (okres Písek);;;;8;akreditovanı kurz;NE;;19;1;19;0;0;0;Mgr. Petr Kuš ;
451;13;Vybrané otázky poskytování informací podle zákona è. 106/1999 Sb.;;10.03.2020 09:00;10.03.2020 17:00;Jihoèeskı kraj;VOPI;AK/VE-156/2019;AK/PV-255/2019;Strakonice (okres Strakonice);;;;8;akreditovanı kurz;NE;;67;1;3;0;0;0;Mgr. Petr Kuš ;
551;13;Územní plánování v praxi územních samosprávnıch celkù;;16.04.2020 09:00;16.04.2020 17:00;Jihoèeskı kraj;ÚVPP;AK/VE-256/2019;AK/PV-401/2019;Èeskı Krumlov (okres Èeskı Krumlov);Mìstskı úøad Èeskı Krumlov, Kaplická 439, 381 01 Èeskı Krumlov;;;8;akreditovanı kurz;NE;;0;2;0;0;0;0;Mgr. Petr Kuš ;
552;13;Èeština v úøední praxi;;22.04.2020 09:00;22.04.2020 15:00;Jihoèeskı kraj;CJUP;AK/VE-66/2020;AK/PV-106/2020;Èeské Budìjovice (okres Èeské Budìjovice);Krajskı úøad Jihoèeského kraje, U Zimního stadionu 1952/2, Èeské Budìjovice 7, 370 01 Èeské Budìjovice;;;6;akreditovanı kurz;NE;;3;2;0;0;0;0;Mgr. Petr Kuš ;
553;13;Úøední deska pøehlednì a v pøíkladech;;23.04.2020 09:00;23.04.2020 15:00;Jihoèeskı kraj;ÚDPP;AK/VE-324/2019;AK/PV-514/2019;Èeské Budìjovice (okres Èeské Budìjovice);Krajskı úøad Jihoèeského kraje, U Zimního stadionu 1952/2, Èeské Budìjovice 7, 370 01 Èeské Budìjovice;;;6;akreditovanı kurz;NE;;0;2;0;0;0;0;Mgr. Petr Kuš ;
559;13;Správní øád od A do Z – Vady øízení;;04.06.2020 09:00;04.06.2020 17:00;Jihoèeskı kraj;SRVØ;AK/VE-96/2019;AK/PV-159/2019;Èeské Budìjovice (okres Èeské Budìjovice);Krajskı úøad Jihoèeského kraje, U zimního stadionu 1952/2, Èeské Budìjovice, sál zastupitelstva kraje;;;8;akreditovanı kurz;NE;;0;2;0;0;0;0;Mgr. Petr Kuš ;
564;13;Agenda pøestupkù v podmínkách územních samosprávnıch celkù;;16.06.2020 09:00;16.06.2020 17:00;Jihoèeskı kraj;PUSC;AK/VE-273/2019;AK/PV-423/2019;Trhové Sviny (okres Èeské Budìjovice);Mìstskı úøad Trhové Sviny;;;8;akreditovanı kurz;NE;;38;2;0;35;33;2;Mgr. Petr Kuš ;
843;13;Správní øád od A do Z – Agenda oprávnìnıch úøedních osob;;10.09.2020 09:00;10.09.2020 17:00;Jihoèeskı kraj;SRAO;AK/VE-95/2019;AK/PV-158/2019;Èeské Budìjovice (okres Èeské Budìjovice);Krajskı úøad Jihoèeského kraje, Boeny Nìmcové 49/3, zasedací místnost 325, 2. patro ;;;8;akreditovanı kurz;NE;;12;2;0;0;0;0;Mgr. Petr Kuš ;
844;13;Elektronizace veøejné správy;;17.09.2020 09:00;17.09.2020 17:00;Jihoèeskı kraj;ELVS;AK/VE-291/2019;AK/PV-461/2019;Èeské Budìjovice (okres Èeské Budìjovice);Krajskı úøad Jihoèeského kraje, Boeny Nìmcové 49/3, zasedací místnost 325, 2. patro ;;;8;akreditovanı kurz;NE;;25;2;22;22;22;0;Mgr. Petr Kuš ;
847;13;Agenda pøestupkù v podmínkách územních samosprávnıch celkù;;15.12.2020 09:00;15.12.2020 17:00;Jihoèeskı kraj;PUSC;AK/VE-273/2019;AK/PV-423/2019;Èeské Budìjovice (okres Èeské Budìjovice);Krajskı úøad Jihoèeského kraje, U Zimního stadionu 1952/2;;;8;akreditovanı kurz;NE;;16;2;0;0;0;0;Mgr. Petr Kuš ;
848;13;Vybrané otázky poskytování informací podle zákona è. 106/1999 Sb.;;03.12.2020 09:00;03.12.2020 17:00;Jihoèeskı kraj;VOPI;AK/VE-156/2019;AK/PV-255/2019;Èeské Budìjovice (okres Èeské Budìjovice);Krajskı úøad Jihoèeského kraje, Boeny Nìmcové 49/3, zasedací místnost 325, 2. patro ;;;8;akreditovanı kurz;NE;;15;2;0;0;0;0;Mgr. Petr Kuš ;
850;13;Správní øád od A do Z – Vady øízení;;17.12.2020 09:00;17.12.2020 17:00;Jihoèeskı kraj;SRVØ;AK/VE-96/2019;AK/PV-159/2019;Èeské Budìjovice (okres Èeské Budìjovice);Krajskı úøad Jihoèeského kraje, Boeny Nìmcové 49/3, zasedací místnost 325, 2. patro ;;;8;akreditovanı kurz;NE;;21;2;0;0;0;0;Mgr. Petr Kuš ;
